Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Inflight Entertainment,Recommended
Not available,Business,Business Class,Other,March 2018,4,5,5,4,4,4,1
Not available,Couple Leisure,Premium Economy,Other,Other,3,4,4,4,4,5,1
Not available,Solo Leisure,Business Class,Other,October 2019,4,5,5,3,5,4,1
Not available,Solo Leisure,Economy Class,Other,Other,4,5,3,5,5,1,1
Not available,Business,Business Class,Other,May 2017,5,5,5,1,4,5,1
Not available,Solo Leisure,Economy Class,Other,Other,4,4,2,5,3,2,1
Not available,Couple Leisure,Business Class,Other,January 2016,5,5,5,1,5,5,1
Not available,Business,Premium Economy,Other,December 2015,4,4,4,4,4,3,1
Not available,Business,Economy Class,Other,July 2015,5,5,4,1,4,5,1
Not available,Solo Leisure,Business Class,Other,Other,4,4,4,1,4,2,1
Not available,Family Leisure,Business Class,Other,September 2016,4,5,5,1,3,1,1
Not available,Solo Leisure,Business Class,Other,September 2017,4,5,5,1,4,3,1
Not available,Couple Leisure,Premium Economy,Other,March 2016,4,5,4,3,5,2,1
Not available,Couple Leisure,Business Class,Other,January 2017,5,5,5,4,5,3,1
Not available,Couple Leisure,Economy Class,Other,Other,1,4,1,5,1,4,0
Not available,Couple Leisure,Business Class,Other,November 2015,1,1,2,4,1,1,0
Not available,Family Leisure,Premium Economy,Other,September 2015,2,4,2,2,3,1,1
Not available,Solo Leisure,Business Class,Other,Other,1,1,1,4,2,2,0
Not available,Business,Premium Economy,Other,March 2017,5,5,5,4,5,5,1
Not available,Family Leisure,Business Class,Other,Other,5,5,4,2,5,5,1
Not available,Solo Leisure,Business Class,Other,Other,1,5,5,4,5,5,1
Not available,Couple Leisure,Premium Economy,Other,September 2017,3,1,2,3,3,5,0
Not available,Couple Leisure,Economy Class,London to Athens,Other,5,5,5,3,5,2,1
Not available,Business,First Class,Other,August 2015,5,5,4,4,5,4,1
Not available,Couple Leisure,Premium Economy,Other,Other,4,5,5,2,4,5,1
Not available,Couple Leisure,Business Class,Other,Other,2,5,5,2,3,2,1
Not available,Solo Leisure,Economy Class,Other,June 2016,4,5,4,4,4,4,1
Not available,Business,Business Class,Other,May 2016,4,5,5,1,5,5,1
Not available,Couple Leisure,Business Class,Other,November 2017,2,5,3,5,4,1,1
Not available,Couple Leisure,Premium Economy,Other,Other,4,5,5,5,5,5,1
Not available,Couple Leisure,Premium Economy,Other,March 2018,4,3,3,5,4,3,1
Not available,Business,Economy Class,Other,July 2017,5,5,5,1,4,5,1
Not available,Business,Business Class,Other,May 2019,1,1,2,1,2,1,0
Not available,Business,Economy Class,Other,March 2016,5,3,4,1,5,2,1
Not available,Family Leisure,Business Class,Other,December 2015,3,5,5,3,4,1,1
Not available,Business,Premium Economy,Other,Other,1,1,3,5,1,1,0
Not available,Solo Leisure,Economy Class,Other,September 2015,5,4,5,1,4,5,1
Not available,Solo Leisure,Economy Class,Other,September 2017,3,3,2,3,3,4,0
Not available,Solo Leisure,Economy Class,Other,March 2017,4,5,4,5,5,1,1
Not available,Couple Leisure,Economy Class,Other,October 2015,5,5,5,5,5,3,1
Not available,Solo Leisure,Premium Economy,New York to London,July 2017,3,3,4,1,4,5,1
Not available,Solo Leisure,Economy Class,Other,November 2017,3,4,4,3,5,1,1
Not available,Couple Leisure,Economy Class,Other,October 2015,5,5,4,3,4,3,1
Not available,Couple Leisure,Business Class,Other,June 2018,1,5,1,4,3,1,1
Not available,Couple Leisure,Economy Class,Other,October 2016,2,3,4,1,3,3,0
Not available,Solo Leisure,Business Class,Other,February 2017,1,1,1,4,1,3,0
Not available,Family Leisure,Economy Class,Other,December 2015,2,1,2,4,3,2,0
Not available,Business,Business Class,Other,May 2019,5,5,4,3,4,5,1
Not available,Solo Leisure,Business Class,Other,June 2017,1,3,3,2,1,1,0
Not available,Couple Leisure,Business Class,Other,March 2018,1,4,3,3,4,3,1
Not available,Couple Leisure,Economy Class,Other,December 2018,4,3,3,3,1,1,0
Not available,Business,First Class,Other,June 2017,5,2,5,4,4,3,1
Not available,Business,Economy Class,Other,November 2015,4,3,1,4,3,3,1
Not available,Solo Leisure,Economy Class,Other,June 2016,2,2,3,1,3,2,0
Not available,Couple Leisure,Business Class,Other,May 2017,2,3,2,3,3,1,0
Not available,Couple Leisure,Business Class,London to Cape Town,October 2019,2,4,3,1,4,1,0
Not available,Solo Leisure,Economy Class,Other,Other,1,4,1,2,2,3,0
Not available,Solo Leisure,Economy Class,Other,July 2015,4,4,4,5,4,4,1
Not available,Business,Business Class,Other,August 2019,1,2,1,1,1,1,0
Not available,Family Leisure,Premium Economy,Other,Other,4,3,4,1,4,5,1
Not available,Business,Business Class,Other,Other,4,1,2,1,1,2,0
Not available,Couple Leisure,Economy Class,Other,Other,3,4,3,5,4,1,1
Not available,Solo Leisure,Economy Class,Other,April 2016,4,5,4,5,2,1,1
Not available,Solo Leisure,Business Class,Other,Other,3,4,4,1,3,2,1
Not available,Solo Leisure,First Class,Other,March 2017,3,3,1,2,2,3,0
Not available,Family Leisure,Business Class,Other,February 2016,3,3,3,3,3,5,1
Not available,Couple Leisure,Premium Economy,Other,Other,2,1,2,1,2,1,0
Not available,Business,Business Class,LHR to HKG,May 2016,3,3,1,4,3,2,0
Not available,Solo Leisure,Economy Class,Other,December 2015,3,2,2,4,4,1,0
Not available,Couple Leisure,Economy Class,Other,Other,2,3,1,5,3,1,0
Not available,Family Leisure,Premium Economy,Other,August 2016,5,5,5,5,5,4,1
Not available,Family Leisure,Business Class,Other,July 2015,4,3,3,1,3,1,0
Not available,Couple Leisure,Business Class,Other,Other,2,5,5,2,4,5,1
Not available,Solo Leisure,Economy Class,Other,March 2023,4,4,5,1,4,1,1
Not available,Couple Leisure,Business Class,Other,Other,2,4,4,3,3,1,1
Not available,Solo Leisure,Premium Economy,Other,November 2016,4,4,4,1,4,4,1
Not available,Business,Economy Class,Other,December 2015,4,5,5,1,5,4,1
Not available,Solo Leisure,Economy Class,Other,November 2015,4,4,4,4,3,2,1
Not available,Solo Leisure,Business Class,Other,Other,2,4,3,1,2,1,1
Not available,Solo Leisure,First Class,Other,Other,4,4,5,3,4,4,1
Not available,Solo Leisure,Economy Class,Other,January 2020,5,4,4,4,5,4,1
Not available,Family Leisure,Economy Class,Other,Other,2,5,4,3,4,1,1
Not available,Couple Leisure,Business Class,Other,July 2017,1,5,3,1,1,4,0
Not available,Couple Leisure,Economy Class,Other,August 2017,3,2,3,1,4,1,0
Not available,Business,Economy Class,London to Cape Town,March 2023,5,1,1,1,5,1,0
Not available,Solo Leisure,Economy Class,Other,July 2017,5,5,5,3,5,5,1
Not available,Solo Leisure,Business Class,Other,May 2018,3,3,4,4,5,4,1
Not available,Solo Leisure,Economy Class,Other,October 2019,3,3,4,2,4,1,1
Not available,Solo Leisure,Premium Economy,Other,November 2016,4,5,4,1,5,5,1
Not available,Couple Leisure,Business Class,Other,August 2017,4,5,4,1,5,4,1
Not available,Solo Leisure,Economy Class,Other,January 2017,1,1,2,1,2,1,0
Not available,Solo Leisure,Economy Class,Other,Other,1,2,1,5,2,1,0
Not available,Couple Leisure,Economy Class,Other,Other,3,4,4,3,3,3,1
Not available,Solo Leisure,First Class,Other,July 2015,3,1,1,1,1,1,0
Not available,Couple Leisure,First Class,Other,Other,4,4,2,5,3,4,1
Not available,Couple Leisure,Economy Class,Other,July 2015,4,4,4,5,4,2,1
Not available,Business,Business Class,Other,Other,2,3,3,5,4,2,0
Not available,Family Leisure,Business Class,Other,Other,5,5,4,5,5,4,1
Not available,Couple Leisure,Business Class,Other,Other,1,3,2,1,2,1,0
Not available,Business,Business Class,Other,June 2015,4,5,4,2,4,5,1
Not available,Family Leisure,Business Class,Other,May 2016,5,5,5,2,5,2,1
Not available,Couple Leisure,Economy Class,Other,September 2016,3,4,3,3,4,3,1
Not available,Solo Leisure,Economy Class,Other,Other,4,4,3,1,4,2,1
Not available,Solo Leisure,Economy Class,Other,August 2017,3,3,5,4,4,1,1
Not available,Couple Leisure,Economy Class,Other,March 2023,2,5,3,4,4,1,1
Not available,Family Leisure,Business Class,Other,November 2016,3,2,1,2,3,3,0
Not available,Business,Economy Class,Other,December 2015,4,3,2,1,3,1,0
Not available,Business,Business Class,Other,May 2016,5,3,2,1,2,5,0
Not available,Business,Economy Class,Other,Other,3,4,3,5,5,5,1
Not available,Couple Leisure,Business Class,Other,May 2018,4,2,1,1,2,1,0
Not available,Family Leisure,Business Class,Other,July 2016,2,2,1,1,1,1,0
Not available,Business,Business Class,Other,June 2016,3,5,5,1,5,1,1
Not available,Solo Leisure,Economy Class,Other,August 2019,4,2,2,1,3,1,1
Not available,Business,Business Class,Other,September 2016,1,5,4,4,1,1,0
Not available,Business,Business Class,Other,Other,4,5,4,4,4,1,1
Not available,Solo Leisure,Business Class,Other,May 2019,3,2,2,1,2,3,1
Not available,Family Leisure,Economy Class,Other,March 2023,2,3,3,1,3,4,0
Not available,Solo Leisure,Business Class,Other,November 2019,1,4,3,3,2,1,0
Not available,Solo Leisure,Economy Class,Other,August 2017,4,5,4,3,4,1,1
Not available,Couple Leisure,Economy Class,Other,January 2016,1,3,1,1,1,2,0
Not available,Couple Leisure,Economy Class,Other,February 2016,3,1,1,1,5,3,1
Not available,Solo Leisure,Business Class,Other,April 2017,1,2,1,1,2,2,0
Not available,Solo Leisure,Business Class,Other,Other,3,5,5,4,5,2,1
Not available,Solo Leisure,Business Class,Other,January 2017,4,5,5,4,4,2,1
Not available,Business,Economy Class,Other,March 2017,3,4,2,4,4,1,0
Not available,Solo Leisure,Economy Class,Other,February 2016,3,4,4,1,4,5,1
Not available,Solo Leisure,Business Class,London to Johannesburg,July 2019,4,5,4,3,4,3,1
Not available,Couple Leisure,Business Class,Other,December 2015,1,4,2,1,1,2,0
Not available,Solo Leisure,Premium Economy,Other,April 2017,2,1,1,4,1,2,0
Not available,Business,Economy Class,Other,December 2015,2,4,3,4,1,1,0
Not available,Couple Leisure,Economy Class,Other,June 2017,1,2,3,4,3,1,0
Not available,Business,First Class,Other,Other,2,4,4,2,3,3,0
Not available,Solo Leisure,Economy Class,Other,September 2015,4,5,4,1,5,5,1
Not available,Couple Leisure,Economy Class,Other,September 2017,1,1,2,3,3,1,0
Not available,Solo Leisure,Economy Class,Other,January 2017,3,1,2,4,1,3,0
Not available,Business,Economy Class,Other,November 2019,2,3,2,2,2,1,0
Not available,Couple Leisure,Business Class,Other,May 2018,3,4,2,1,3,3,0
Not available,Couple Leisure,Premium Economy,Other,Other,3,3,2,2,3,2,0
Not available,Solo Leisure,First Class,Other,November 2015,5,4,4,3,5,3,1
Not available,Solo Leisure,Economy Class,Other,April 2016,1,3,3,1,1,3,0
Not available,Couple Leisure,Business Class,Other,Other,5,5,5,1,5,4,1
Not available,Family Leisure,Economy Class,Other,July 2017,3,1,2,2,3,2,0
Not available,Solo Leisure,First Class,Other,October 2017,3,4,3,2,1,2,0
Not available,Couple Leisure,Business Class,Other,June 2016,4,2,2,4,4,4,1
Not available,Solo Leisure,Economy Class,Other,May 2019,3,5,1,1,2,1,0
Not available,Solo Leisure,First Class,Vancouver to London,September 2019,5,5,5,4,5,4,1
Not available,Solo Leisure,Economy Class,Other,Other,3,5,4,1,4,4,1
Not available,Solo Leisure,Business Class,Other,December 2016,1,4,4,3,3,1,0
Not available,Business,Business Class,Other,December 2015,3,5,2,2,3,2,1
Not available,Family Leisure,Business Class,Other,November 2015,2,1,1,1,1,3,0
Not available,Solo Leisure,Economy Class,Other,August 2016,3,4,3,1,4,1,0
Not available,Couple Leisure,Premium Economy,Other,August 2019,2,4,4,1,4,4,1
Not available,Family Leisure,Business Class,Other,July 2017,3,5,4,3,2,2,1
Not available,Family Leisure,Business Class,Other,November 2016,3,4,4,4,4,4,1
Not available,Solo Leisure,First Class,Other,June 2016,4,5,5,2,4,4,1
Not available,Family Leisure,First Class,Other,September 2015,5,5,5,1,4,3,1
Not available,Couple Leisure,Economy Class,Other,December 2018,2,4,4,2,4,1,1
Not available,Business,Business Class,New York to London,Other,3,4,3,3,3,2,0
Not available,Family Leisure,Business Class,Other,Other,4,5,5,1,3,5,1
Not available,Family Leisure,Economy Class,Other,March 2016,3,3,1,1,1,3,0
Not available,Solo Leisure,Premium Economy,LHR to MIA,Other,4,5,5,1,5,3,1
Not available,Business,Business Class,Other,November 2016,3,3,3,5,3,2,0
Not available,Business,Business Class,Other,Other,5,4,4,5,4,5,1
Not available,Solo Leisure,Economy Class,Other,Other,1,1,2,4,1,1,0
Not available,Solo Leisure,Business Class,Other,December 2018,4,4,4,1,4,4,1
Not available,Business,Economy Class,Other,Other,4,5,5,1,5,1,1
Not available,Couple Leisure,Economy Class,Other,March 2016,4,4,1,3,2,1,0
Not available,Solo Leisure,Economy Class,Other,July 2017,2,3,2,1,3,4,0
Not available,Solo Leisure,Economy Class,Other,Other,2,2,1,3,3,2,0
Not available,Business,Business Class,Other,October 2017,4,4,3,4,5,3,1
Not available,Business,First Class,Other,October 2017,2,1,4,4,1,1,0
Not available,Business,Economy Class,Other,Other,1,2,2,1,1,2,0
Not available,Solo Leisure,Economy Class,Other,October 2017,5,3,4,3,5,1,1
Not available,Couple Leisure,Business Class,Other,July 2016,3,4,4,4,4,3,1
Not available,Solo Leisure,First Class,Other,April 2017,4,3,2,2,4,2,1
Not available,Couple Leisure,Business Class,Other,March 2017,3,3,3,1,3,3,1
Not available,Family Leisure,Business Class,Other,Other,2,4,2,2,1,1,1
Not available,Couple Leisure,Economy Class,Other,August 2016,1,5,5,1,3,4,0
Not available,Couple Leisure,Economy Class,Other,Other,4,3,2,2,4,2,0
Not available,Couple Leisure,Economy Class,Other,Other,3,4,4,3,5,2,1
Not available,Couple Leisure,Economy Class,Other,June 2017,3,5,4,1,3,3,1
Not available,Solo Leisure,Business Class,Other,May 2017,2,4,4,4,3,4,1
Not available,Couple Leisure,First Class,Other,April 2017,4,5,4,1,5,4,1
Not available,Couple Leisure,Economy Class,Other,September 2015,2,1,3,1,2,4,0
Not available,Business,Business Class,Other,October 2019,1,3,2,2,1,1,0
Not available,Couple Leisure,Business Class,Other,March 2016,5,2,4,4,3,5,1
Not available,Solo Leisure,First Class,Other,August 2015,3,5,2,1,3,3,0
Not available,Family Leisure,First Class,Other,August 2019,5,4,4,3,4,4,1
Not available,Couple Leisure,Economy Class,Other,January 2017,3,3,1,3,2,1,1
Not available,Solo Leisure,Economy Class,Other,Other,5,4,4,3,5,5,1
Not available,Family Leisure,Economy Class,Other,Other,5,5,4,4,5,4,1
Not available,Couple Leisure,Economy Class,Other,Other,2,2,2,1,1,1,0
Not available,Couple Leisure,Premium Economy,Other,October 2015,2,4,3,1,3,1,0
Not available,Solo Leisure,Economy Class,Other,Other,1,1,2,1,1,3,0
Not available,Family Leisure,Premium Economy,Other,January 2016,4,4,4,1,3,4,1
Not available,Couple Leisure,Economy Class,Other,June 2017,4,2,1,3,3,4,0
Not available,Couple Leisure,Business Class,Other,Other,4,4,3,4,4,5,1
Not available,Solo Leisure,Economy Class,Other,June 2018,2,3,3,5,2,3,0
Not available,Business,Business Class,Other,April 2017,4,2,4,4,5,4,1
Not available,Solo Leisure,Economy Class,Other,March 2016,2,3,2,1,2,5,0
Not available,Solo Leisure,Economy Class,Other,February 2017,1,2,4,4,3,2,0
Not available,Couple Leisure,Economy Class,Other,Other,5,5,4,4,5,5,1
Not available,Couple Leisure,Economy Class,Other,March 2017,1,2,1,2,1,1,0
Not available,Business,Business Class,New York to London,November 2015,5,5,3,4,5,3,1
Not available,Couple Leisure,Business Class,Other,March 2016,4,1,2,4,2,1,0
Not available,Couple Leisure,Economy Class,Other,Other,3,1,1,4,1,1,0
Not available,Couple Leisure,Business Class,Other,August 2015,1,2,1,1,2,1,0
Not available,Solo Leisure,Premium Economy,Other,April 2017,4,1,3,3,4,4,0
Not available,Solo Leisure,First Class,Other,May 2017,4,5,3,4,4,4,1
Not available,Couple Leisure,Business Class,Other,February 2017,1,3,2,1,2,3,0
Not available,Couple Leisure,Economy Class,Other,July 2015,3,3,4,4,3,1,1
Not available,Couple Leisure,Economy Class,Other,June 2018,2,2,1,3,2,1,0
Not available,Couple Leisure,Business Class,Other,April 2017,3,2,2,4,2,3,0
Not available,Solo Leisure,Business Class,Other,Other,5,5,3,4,5,5,1
Not available,Couple Leisure,Premium Economy,Other,June 2016,3,3,3,3,2,3,1
Not available,Solo Leisure,First Class,Other,December 2016,5,5,3,4,4,2,1
Not available,Solo Leisure,Business Class,Other,July 2019,3,3,1,3,1,2,0
Not available,Solo Leisure,Business Class,Other,Other,4,5,5,5,5,3,1
Not available,Family Leisure,Business Class,Other,Other,4,2,4,5,3,4,1
Not available,Solo Leisure,Premium Economy,Other,Other,2,1,1,1,3,1,0
Not available,Solo Leisure,Business Class,Other,February 2017,1,3,1,4,1,3,0
Not available,Solo Leisure,Premium Economy,Johannesburg to London,October 2016,3,3,4,3,4,2,1
Not available,Family Leisure,Business Class,Other,September 2016,2,2,2,4,1,1,0
Not available,Family Leisure,Economy Class,Other,Other,3,4,3,3,2,2,0
Not available,Couple Leisure,Business Class,London to Johannesburg,August 2015,2,1,1,1,1,1,0
Not available,Family Leisure,Economy Class,Other,Other,4,5,5,4,4,5,1
Not available,Family Leisure,Premium Economy,Other,March 2023,1,1,1,2,1,1,0
Not available,Family Leisure,First Class,Other,Other,3,4,1,4,1,1,0
Not available,Business,Premium Economy,Other,Other,3,3,4,1,3,3,1
Not available,Couple Leisure,First Class,Other,December 2016,1,4,4,2,3,2,0
Not available,Family Leisure,Business Class,Other,Other,4,5,4,1,5,3,1
Not available,Business,Economy Class,Other,April 2016,4,5,3,4,5,3,1
Not available,Couple Leisure,Economy Class,Other,November 2017,5,5,4,1,5,1,1
Not available,Solo Leisure,Economy Class,Other,Other,3,3,3,5,3,2,0
Not available,Couple Leisure,Premium Economy,Other,Other,4,4,5,1,4,3,1
Not available,Couple Leisure,Business Class,Other,October 2019,1,1,1,4,1,2,0
Not available,Couple Leisure,Business Class,Other,February 2016,5,2,1,2,5,3,1
Not available,Business,First Class,Other,Other,4,5,5,4,5,5,1
Not available,Couple Leisure,Business Class,Other,November 2015,1,5,3,4,1,1,0
Not available,Business,Economy Class,Other,October 2015,2,1,1,3,3,1,0
Not available,Solo Leisure,Economy Class,Other,Other,4,2,5,1,5,3,1
Not available,Business,Economy Class,Other,Other,5,5,4,3,5,3,1
Not available,Business,Premium Economy,Other,Other,5,5,4,1,5,4,1
Not available,Business,Premium Economy,Other,Other,3,4,2,5,3,3,0
Not available,Solo Leisure,First Class,Other,May 2019,1,5,4,4,2,2,0
Not available,Solo Leisure,Economy Class,Other,September 2019,5,5,5,1,4,2,1
Not available,Solo Leisure,Business Class,Other,January 2016,2,5,2,3,3,1,1
Not available,Business,Premium Economy,Other,February 2017,3,1,1,5,1,3,0
Not available,Couple Leisure,Economy Class,Other,August 2015,4,5,4,4,4,5,1
Not available,Couple Leisure,Economy Class,Other,Other,2,2,3,4,1,4,0
Not available,Solo Leisure,Premium Economy,Other,January 2020,5,5,4,5,5,1,1
Not available,Couple Leisure,Economy Class,Other,August 2016,5,5,5,3,5,1,1
Not available,Solo Leisure,Premium Economy,Other,Other,4,4,3,3,4,3,1
Not available,Family Leisure,Economy Class,Other,March 2017,1,5,5,3,4,5,1
Not available,Couple Leisure,Business Class,Other,February 2017,3,2,1,1,3,1,0
Not available,Couple Leisure,Economy Class,Other,Other,2,3,3,4,4,2,0
Not available,Family Leisure,Business Class,Other,Other,3,3,3,1,4,1,1
Not available,Couple Leisure,Business Class,Other,July 2016,1,1,1,3,2,3,0
Not available,Solo Leisure,Business Class,Other,September 2017,4,3,2,1,3,4,1
Not available,Solo Leisure,Economy Class,Other,Other,2,3,2,5,4,4,0
Not available,Solo Leisure,Economy Class,London to Hong Kong,Other,3,1,1,1,3,1,0
Not available,Solo Leisure,Business Class,Other,May 2017,4,4,3,4,4,1,1
Not available,Solo Leisure,Economy Class,Other,April 2017,3,3,2,1,3,1,0
Not available,Couple Leisure,Business Class,Other,August 2016,1,4,4,4,1,4,1
Not available,Couple Leisure,Business Class,London to Johannesburg,Other,3,3,2,4,3,3,1
Not available,Business,Business Class,Other,December 2016,4,5,4,1,4,2,1
Not available,Solo Leisure,Business Class,Other,February 2017,4,4,3,2,4,3,1
Not available,Solo Leisure,Business Class,Other,February 2017,3,4,2,5,3,2,1
Not available,Couple Leisure,Business Class,London to Hong Kong,August 2015,4,3,1,4,3,4,1
Not available,Couple Leisure,Business Class,Other,Other,3,4,3,4,4,3,1
Not available,Business,Business Class,Other,January 2016,1,5,2,1,1,1,0
